id,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,review_scores_rating_missing,review_scores_accuracy_missing,review_scores_cleanliness_missing,review_scores_checkin_missing,review_scores_communication_missing,review_scores_location_missing,review_scores_value_missing
39326791,20 Dover Crescent,"Near NUS; Singapore Polytechnic, Buona Vista MRT/Dover MRT,  various bus services, shopping Malls, food centers, bakeries, cafes, etc.<br />Pleasant matured female Chinese host.<br /><br />Available from mid-Julu 2024, like home stay.<br />Advance booking of up to 5 days for minimum 3 to 6 months stay, subject to availability with prior confirmed reservations.","NTUC Supermarket, food court, coffee shop, bakery, provision shops,  clinic, etc.<br />Educational institutions- Singapore Polytechnic, ACS,  Dover Preparatory School, Fairfield Methodist School, church, etc.",48307592,Julie,2015-11-06,Singapore,"Enjoy interacting with guests, travel, reading, occasional strolls,  swimming, music, cooking/baking, appreciate good food!",a few days or more,0.0,0.99,f,https://a0.muscache.com/im/pictures/user/19b29f80-c832-4afd-9821-052c63b4fb62.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/19b29f80-c832-4afd-9821-052c63b4fb62.jpg?aki_policy=profile_x_medium,Bukit Merah,5,21,"['email', 'phone']",t,t,"Singapore, Singapore",Queenstown,Central Region,1.30275,103.7841,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Refrigerator"", ""Lock on bedroom door"", ""Wifi"", ""Garden view"", ""Keypad"", ""Clothing storage: wardrobe and dresser"", ""Air conditioning"", ""Coffee maker"", ""Elevator"", ""Iron"", ""Drying rack for clothing"", ""Washer"", ""Hangers"", ""Bidet"", ""Extra pillows and blankets"", ""Hot water"", ""Bathtub"", ""Stove"", ""Gym"", ""Mitsubishi  conditioner"", ""Self check-in"", ""Kitchen""]",95.0,180,360,180.0,180.0,360.0,360.0,180.0,360.0,t,23,53,83,83,0,0,0,83,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Unknown,f,5,0,5,0,0.0,1,1,1,1,1,1,1
39338786,Habyt Cantonment - The Large,"A green oasis amidst Singapore's concrete jungle, Habyt Cantonment is the lifestyle retreat you've been looking for. Primed for both work and play, our chic residence features 145 custom-designed rooms, a plunge pool, wellness studio, communal kitchens, laundrette room, on-site parking, a free co-working spaces and a canteen with honesty bar and lounge area.","Go on a Peranakan tour at Baba House<br />Get drinks and bites at Duxton Hill<br />Walk to historic Keong Saik district<br />Local favorites' at Everton Food Place, Tanjong Pagar Plaza and Maxwell Food Centre<br />Explore Tanjong Pagar Road<br />Hop on a quick bus ride to Sentosa<br />Get grocery essentials at 24hours operating FairPrice or Cold Storage<br />Get some shopping done at the nearest mall, 100AM",287240181,Habyt Cantonment,2019-08-19,Singapore,"A green oasis amidst Singapore's concrete jungle, Habyt Cantonment (Formerly Hmlet) is the lifestyle retreat you've been looking for. Primed for both work and play, our chic residence features 145 designed rooms, a plunge pool, communal kitchens, laundrette, co-working spaces and a canteen with honesty bar and lounge area. You can walk to 2 nearest MRT train station, or take 10min travelling to tourist attractions like Orchard, MBS and Sentosa.",within an hour,0.93,0.99,f,https://a0.muscache.com/im/pictures/user/31cc78e9-d08d-4077-880d-1ee02d6ed2b9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/31cc78e9-d08d-4077-880d-1ee02d6ed2b9.jpg?aki_policy=profile_x_medium,Bukit Merah,5,5,"['email', 'phone', 'work_email']",t,t,"Singapore, Singapore",Bukit Merah,Central Region,1.2747798622027278,103.84089969647658,Room in aparthotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Oven"", ""Paid dryer \u2013 In building"", ""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Private entrance"", ""Exterior security cameras on property"", ""Wifi"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Safe"", ""Mini fridge"", ""Coffee maker"", ""Elevator"", ""Building staff"", ""Carbon monoxide alarm"", ""Shower gel"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Bidet"", ""Body soap"", ""TV"", ""Paid parking on premises"", ""Hot water"", ""Bed linens"", ""Shared outdoor pool - available all year, open specific hours"", ""Central air conditioning"", ""Pets allowed"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Induction stove"", ""Outdoor furniture"", ""Conditioner"", ""Self check-in"", ""Kitchen"", ""Room-darkening shades"", ""Shampoo"", ""Outdoor dining area""]",317.0,6,30,6.0,6.0,1125.0,1125.0,6.0,1125.0,t,27,57,87,362,58,7,0,92,11,84,26628.0,2019-11-16,2025-04-18,4.52,4.53,4.53,4.71,4.64,4.6,4.28,Authorised Serviced Apartment,t,5,0,5,0,0.81,0,0,0,0,0,0,0
39345579,prewar doublebed Rm1 > lavender MRT,"- Airconditioned Double-bed/Queen-size room, wardrobe, desk, chair<br />- Lockable Room & Fully Private (no sharing with strangers)<br />- Bedsheet and Pillow provided, Free wifi 1gbps<br />- This is a room within a guest-house like apartment of 7 occupants<br />- Access to 3 shared bathrooms/toilets","- Apartment is within lavender neighbourhood (horne rd, king george's ave, penhas rd, hamilton rd, cavan rd, french rd), an area of pre-war historical buildings for residential.<br />- Access to TWO MRT lines: 4-5 mins walk from Lavender MRT (green line), or 8-9 mins walk from farrer park MRT (purple line)<br />- Good location! proximity to everything! 24-hours food & drinks outlets<br />- 2 mins walk to Amenities (24-hr food centres / Supermarket such as Mustafa, etc)<br />- 2 mins walk to Jalan Besar Public Swimming Pool, Olympic size. ($1/entry for all) & Gymnasium ($1/entry)<br />- 4 mins walk to lavender MRT, 1-3 stations away from Bugis, City Hall, Raffles Place, Promenade, Dhoby Gaut.<br />- 4 mins walk to major roads bus stops (lavender street, Victoria street, Jalan besar)<br />- 10 to 15 mins bus ride to CBD areas for work, boat quay & clarke quay for night entertainments, etc.",97878860,Chess,2016-10-04,Unknown,We rent rooms on behalf of various owners / friends in singapore who don't want the hassle. :),within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/25444c74-0e94-4729-81a6-dacf26fcc7a4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/25444c74-0e94-4729-81a6-dacf26fcc7a4.jpg?aki_policy=profile_x_medium,Geylang,59,101,"['email', 'phone']",t,t,"Singapore, Singapore",Kallang,Central Region,1.3097,103.86076,Private room in rental unit,Private room,1,3.0,3 shared baths,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Pool"", ""Self check-in"", ""Oven"", ""Kitchen""]",49.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,t,27,57,87,362,0,0,0,92,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Unknown,f,59,1,58,0,0.0,1,1,1,1,1,1,1
39380253,Lavender QueenBed *Rm: 5m walk MRT,"- Airconditioned Queenbed room, wardrobe, desk, chair<br />- Lockable Room & Fully Private (no sharing with strangers)<br />- Bedsheet and Pillow provided. <br />- Free access to wifi 1gbps<br />- This is a room within a guest-house like apartment with 7 occupants<br />- This is a no-window room<br />- Do note shared bathrooms and kitchen can be dirty if any of the occupants do not take care<br />- Do note some guys tenants here are topless in the apartment between their room to bathrooms","- Apartment is within lavender neighbourhood (horne rd, king george's ave, penhas rd, hamilton rd, cavan rd, french rd), an area of pre-war historical buildings for residential.<br />- Access to TWO MRT lines: 4-5 mins walk from Lavender MRT (green line), or 8-9 mins walk from farrer park MRT (purple line)<br />- Good location! proximity to everything! 24-hours food & drinks outlets<br />- 2 mins walk to Amenities (24-hr food centres / Supermarket such as Mustafa, etc)<br />- 2 mins walk to Jalan Besar Public Swimming Pool, Olympic size. ($1/entry for all) & Gymnasium ($1/entry)<br />- 4 mins walk to lavender MRT, 1-3 stations away from Bugis, City Hall, Raffles Place, Promenade, Dhoby Gaut.<br />- 4 mins walk to major roads bus stops (lavender street, Victoria street, Jalan besar)<br />- 10 to 15 mins bus ride to CBD areas for work, boat quay & clarke quay for night entertainments, etc.",2413412,Keng Song,2012-05-19,Singapore,"Managing 88 rooms of various budgets, types and sizes across singapore",within a few hours,0.89,0.67,f,https://a0.muscache.com/im/pictures/user/508d6454-a3a0-457e-b9b6-4187592ac9af.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/508d6454-a3a0-457e-b9b6-4187592ac9af.jpg?aki_policy=profile_x_medium,Kallang,91,182,"['email', 'phone']",t,t,"Singapore, Singapore",Kallang,Central Region,1.30959,103.86141,Private room in rental unit,Private room,1,3.0,3 shared baths,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Pool"", ""Self check-in"", ""Oven"", ""Kitchen""]",47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,t,27,57,87,362,1,0,0,92,0,0,0.0,2020-04-15,2020-04-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Unknown,t,91,2,89,0,0.02,0,0,0,0,0,0,0
39401038,Riverside 3 BR Family Space @ RQ,"Surrounded by trendy bars and restaurants, enjoy the magical view of Singapore river (selected units only) from the balcony of your 3-bedroom apartment with luxurious amenities and facilities. Few minutes away from Clarke Quay MRT station, CBD and other areas are easy to reach.","Surrounded by the trendy bars and restaurants at Robertson Quay, the unit is a 15-minute walk from both Chinatown MRT Station and Clarke Quay MRT Station. <br /><br />Located on the banks of the Singapore River at the trendy Robertson Quay, my place is within walking distance to a wide range of dining and entertainment options. <br /><br />Surrounded by the trendy bars and restaurants at Robertson Quay, the unit is a 15-minute walk from both Chinatown MRT Station and Clarke Quay MRT Station. <br /><br />Located on the banks of the Singapore River at the trendy Robertson Quay, my place is within walking distance to a wide range of dining and entertainment options. <br /><br />With the Central Business District close by as well, business travellers will also find its location ideal. Surrounded by the trendy bars and restaurants at Robertson Quay, the unit is a 15-minute walk from both Chinatown MRT Station and Clarke Quay MRT Station. It is a 10-minute drive from popular Orchard Road. Ch",138649185,Sidharth,2017-07-05,Unknown,"Hosting around 200+ properties, I am a part of the global marketplace that exists to solve all your leisure and corporate travel needs by delivering premium and bespoke serviced apartments in Singapore, Hong Kong, Australia and other APAC regions. All the apartments checked through a 100-point checklist to make it the best accommodation for you.  

Feel confident that you will have a comfortable and a satisfying stay with a clean and welcoming apartment, Keys available at the agreed time, Working internet connection, Prompt & efficient attention to your queries.

My team will also assist you with services like Airport/local transfers, Breakfast pack for selected properties, Meet & Greet service for our maximum apartments. 

Book today and enjoy the stay!!! 

",within a day,0.74,0.12,f,https://a0.muscache.com/im/pictures/user/26acfa45-7a03-4082-909f-60af7ba41efe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/26acfa45-7a03-4082-909f-60af7ba41efe.jpg?aki_policy=profile_x_medium,Central,517,885,"['email', 'phone']",t,t,"Singapore, Singapore",Singapore River,Central Region,1.29027,103.84169,Entire serviced apartment,Entire home/apt,6,3.0,3 baths,3.0,4.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Backyard"", ""Patio or balcony"", ""Free parking on premises"", ""Wifi"", ""Clothing storage"", ""Dryer"", ""Air conditioning"", ""Safe"", ""Dining table"", ""Elevator"", ""Iron"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Toaster"", ""Long term stays allowed"", ""BBQ grill"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""Pets allowed"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Cleaning available during stay"", ""Kitchen"", ""Hot water kettle""]",1110.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,t,23,53,83,358,1,0,0,88,0,0,0.0,2022-04-03,2022-04-03,5.0,5.0,5.0,5.0,5.0,5.0,4.0,S8251,f,219,219,0,0,0.02,0,0,0,0,0,0,0
39401945,RIVERSIDE 3 BEDROOM APARTMENT@ RQ,"Surrounded by the trendy bars and restaurants, enjoy the magical view of Singapore river from the balcony of your 3-bedroom apartment with luxurious amenities and facilities. Few minutes away from Clarke Quay MRT station, CBD and other areas are easy to reach.","Surrounded by the trendy bars and restaurants at Robertson Quay, the unit is a 15-minute walk from both Chinatown MRT Station and Clarke Quay MRT Station. <br /><br />Located on the banks of the Singapore River at the trendy Robertson Quay, my place is within walking distance to a wide range of dining and entertainment options. <br /><br />With the Central Business District close by as well, business travellers will also find its location ideal. Surrounded by the trendy bars and restaurants at Robertson Quay, the unit is a 15-minute walk from both Chinatown MRT Station and Clarke Quay MRT Station. It is a 10-minute drive from popular Orchard Road. Changi International Airport is a 45-minute drive away.",156409670,Tushita,2017-10-27,Unknown,"Hi, 

I am a part of the global marketplace that exists to solve all your leisure and corporate travel needs by delivering premium and bespoke serviced apartments in Singapore, Hong Kong, Australia and other APAC regions. All the apartments checked through a 100-point checklist to make it the best accommodation for you.  

Not only accommodation, my team can also help you with other services such as Airport pick-up, Breakfast pack*, Meet & Greet service at maximum apartments. 

Book with us and enjoy your future stay !!! 
",a few days or more,0.33,0.11,f,https://a0.muscache.com/im/pictures/user/4ab93148-a9c4-4209-b43a-264986e10039.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4ab93148-a9c4-4209-b43a-264986e10039.jpg?aki_policy=profile_x_medium,Crows Nest,289,545,"['email', 'phone']",t,t,"Singapore, Singapore",Singapore River,Central Region,1.29044,103.84097,Entire condo,Entire home/apt,6,2.0,2 baths,3.0,4.0,"[""Oven"", ""Outlet covers"", ""Dishes and silverware"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Cooking basics"", ""Backyard"", ""Patio or balcony"", ""Private entrance"", ""Free parking on premises"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Hot tub"", ""Shower gel"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""BBQ grill"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""High chair"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Kitchen"", ""Crib"", ""Shampoo""]",910.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,t,29,59,89,364,0,0,0,94,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Authorised Serviced Apartment,f,120,119,1,0,0.0,1,1,1,1,1,1,1
39403510,Extravagant 2-Bedroom Apartment @ Anthony Road,"Located in bustling Newton area, the contemporary 2-bedroom apartment provides modernist, urban living on the fringes of the Orchard shopping district. The perfect choice for trendy couples with children or those traveling with their family. Close to some famous food centre and shopping markets makes it more convenient for you.","With the finest shopping, dining and entertainment options just a short walk away, We brings Singapore’s cosmopolitan side right to your doorstep. Set in 2.5 hectares of beautifully sculpted gardens with wide open spaces and pools, this serviced apartment gives you sanctuary from the city as well when you feel the need to unwind.",138649185,Sidharth,2017-07-05,Unknown,"Hosting around 200+ properties, I am a part of the global marketplace that exists to solve all your leisure and corporate travel needs by delivering premium and bespoke serviced apartments in Singapore, Hong Kong, Australia and other APAC regions. All the apartments checked through a 100-point checklist to make it the best accommodation for you.  

Feel confident that you will have a comfortable and a satisfying stay with a clean and welcoming apartment, Keys available at the agreed time, Working internet connection, Prompt & efficient attention to your queries.

My team will also assist you with services like Airport/local transfers, Breakfast pack for selected properties, Meet & Greet service for our maximum apartments. 

Book today and enjoy the stay!!! 

",within a day,0.74,0.12,f,https://a0.muscache.com/im/pictures/user/26acfa45-7a03-4082-909f-60af7ba41efe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/26acfa45-7a03-4082-909f-60af7ba41efe.jpg?aki_policy=profile_x_medium,Central,517,885,"['email', 'phone']",t,t,"Singapore, Singapore",Newton,Central Region,1.31055,103.83819,Entire serviced apartment,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Backyard"", ""Free parking on premises"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Safe"", ""Dining table"", ""Elevator"", ""Iron"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Toaster"", ""Long term stays allowed"", ""BBQ grill"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""Pets allowed"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Cleaning available during stay"", ""Kitchen"", ""Hot water kettle""]",370.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,t,29,59,89,364,0,0,0,94,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Exempt,f,219,219,0,0,0.0,1,1,1,1,1,1,1
39404193,EXTRAVAGANT 2-BEDROOM APARTMENT @ANTHONY ROAD,"The contemporary two-bedroom Superior apartment provides modernist, urban living on the fringes of the Orchard shopping district. The perfect choice for trendy couples with children or those travelling with their family.","With the finest shopping, dining and entertainment options just a short walk away, We brings Singapore’s cosmopolitan side right to your doorstep. Set in 2.5 hectares of beautifully sculpted gardens with wide open spaces and pools, this serviced apartment gives you sanctuary from the city as well when you feel the need to unwind.",156409670,Tushita,2017-10-27,Unknown,"Hi, 

I am a part of the global marketplace that exists to solve all your leisure and corporate travel needs by delivering premium and bespoke serviced apartments in Singapore, Hong Kong, Australia and other APAC regions. All the apartments checked through a 100-point checklist to make it the best accommodation for you.  

Not only accommodation, my team can also help you with other services such as Airport pick-up, Breakfast pack*, Meet & Greet service at maximum apartments. 

Book with us and enjoy your future stay !!! 
",a few days or more,0.33,0.11,f,https://a0.muscache.com/im/pictures/user/4ab93148-a9c4-4209-b43a-264986e10039.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4ab93148-a9c4-4209-b43a-264986e10039.jpg?aki_policy=profile_x_medium,Crows Nest,289,545,"['email', 'phone']",t,t,"Singapore, Singapore",Newton,Central Region,1.30859,103.84014,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Cooking basics"", ""Backyard"", ""Patio or balcony"", ""Private entrance"", ""Free parking on premises"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Breakfast"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Hot tub"", ""Shower gel"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""BBQ grill"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""High chair"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Kitchen"", ""Crib"", ""Room-darkening shades"", ""Shampoo""]",395.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,t,29,59,89,364,0,0,0,94,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Unknown,f,120,119,1,0,0.0,1,1,1,1,1,1,1
39404728,Extravagant 3-Bedroom Apartment @ Anthony Road,"The spacious three bedroom apartment provides modernist, urban living near Orchard shopping district, the perfect choice for trendy couples with children or those travelling with their family members and loved ones.","With the finest shopping, dining and entertainment options just a short walk away, Singapore’s cosmopolitan side is right to your doorstep. <br /><br />The property is a 5-minute walk from Newton MRT Subway Station and an 8-minute walk to local delicacies at Newton Hawker Centre. The Orchard Road shopping district is 5 minutes by car away.",138649185,Sidharth,2017-07-05,Unknown,"Hosting around 200+ properties, I am a part of the global marketplace that exists to solve all your leisure and corporate travel needs by delivering premium and bespoke serviced apartments in Singapore, Hong Kong, Australia and other APAC regions. All the apartments checked through a 100-point checklist to make it the best accommodation for you.  

Feel confident that you will have a comfortable and a satisfying stay with a clean and welcoming apartment, Keys available at the agreed time, Working internet connection, Prompt & efficient attention to your queries.

My team will also assist you with services like Airport/local transfers, Breakfast pack for selected properties, Meet & Greet service for our maximum apartments. 

Book today and enjoy the stay!!! 

",within a day,0.74,0.12,f,https://a0.muscache.com/im/pictures/user/26acfa45-7a03-4082-909f-60af7ba41efe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/26acfa45-7a03-4082-909f-60af7ba41efe.jpg?aki_policy=profile_x_medium,Central,517,885,"['email', 'phone']",t,t,"Singapore, Singapore",Newton,Central Region,1.31047,103.83981,Entire serviced apartment,Entire home/apt,6,2.0,2 baths,3.0,4.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Backyard"", ""Free parking on premises"", ""Wifi"", ""Clothing storage"", ""Dryer"", ""Air conditioning"", ""Safe"", ""Dining table"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""BBQ grill"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""Pets allowed"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Cleaning available during stay"", ""Kitchen"", ""Hot water kettle""]",481.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,t,29,59,89,364,0,0,0,94,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Unknown,f,219,219,0,0,0.0,1,1,1,1,1,1,1
39404880,"Palatial 2-BR Space@ Scott's Rd, Singapore","Curated for long stays and located on wonderful Orchard area, this 2-bedroom is fully equipped with modern appliances and facilities. With city views from your apartment, this is a perfect option for families and corporates travelling. The place is on walking distance to Orchard MRT and few minutes away from the airport.","At a distance of 9-10 minute's walk from Far East Shopping centre and Far east plaza centre. My place is ideally located keeping in mind the guest's requirements. A walk to <br />Orchard MRT Station and you can access to the entire city in minutes.<br /><br />Close to shopping mall where one can find many different shops ranging from fashion, hair salon, tailor shops, tattoo art, medicure and pedicure shops. One can also find different food & beverage outlets from local cuisine to regional Asian cuisine from Korea, Japan and many more.",138649185,Sidharth,2017-07-05,Unknown,"Hosting around 200+ properties, I am a part of the global marketplace that exists to solve all your leisure and corporate travel needs by delivering premium and bespoke serviced apartments in Singapore, Hong Kong, Australia and other APAC regions. All the apartments checked through a 100-point checklist to make it the best accommodation for you.  

Feel confident that you will have a comfortable and a satisfying stay with a clean and welcoming apartment, Keys available at the agreed time, Working internet connection, Prompt & efficient attention to your queries.

My team will also assist you with services like Airport/local transfers, Breakfast pack for selected properties, Meet & Greet service for our maximum apartments. 

Book today and enjoy the stay!!! 

",within a day,0.74,0.12,f,https://a0.muscache.com/im/pictures/user/26acfa45-7a03-4082-909f-60af7ba41efe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/26acfa45-7a03-4082-909f-60af7ba41efe.jpg?aki_policy=profile_x_medium,Central,517,885,"['email', 'phone']",t,t,"Singapore, Singapore",Orchard,Central Region,1.30819,103.83488,Entire serviced apartment,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Oven"", ""Outlet covers"", ""Dishes and silverware"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Cooking basics"", ""Backyard"", ""Patio or balcony"", ""Babysitter recommendations"", ""Private entrance"", ""Free parking on premises"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Hot tub"", ""Shower gel"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""BBQ grill"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""High chair"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Kitchen"", ""Crib"", ""Shampoo""]",525.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,t,29,59,89,364,0,0,0,94,0,0,0.0,Unknown,Unknown,4.75,4.8,4.73,4.93,4.93,4.86,4.6,Unknown,f,219,219,0,0,0.0,1,1,1,1,1,1,1
